model_id,tampered_params_count,total_time,storage_costs
vgg16,9,98.8762378692627,14.095800399780273
vgg16,10,101.37557983398438,14.095802307128906
vgg16,11,102.90241241455078,14.095787048339844
vgg16,12,103.37972640991211,14.095788955688477
vgg16,13,106.78577423095703,14.09577465057373
vgg16,14,108.07347297668457,14.095776557922363
vgg16,15,109.8322868347168,14.095762252807617
vgg16,16,107.84411430358887,14.09576416015625
vgg16,17,115.74006080627441,14.095746994018555
vgg16,18,117.30289459228516,14.095747947692871
vgg16,19,112.46967315673828,14.095733642578125
vgg16,20,118.50523948669434,14.095734596252441
vgg16,21,118.45874786376953,14.095718383789062
vgg16,22,122.49326705932617,14.095720291137695
vgg16,23,127.60138511657715,14.09570026397705
vgg16,24,122.88355827331543,14.095702171325684
vgg16,25,121.05560302734375,14.095685005187988
vgg16,26,125.13566017150879,14.095686912536621
vgg16,27,130.07593154907227,14.095669746398926
vgg16,28,127.84743309020996,14.095669746398926
vgg16,29,134.36388969421387,14.09565258026123
vgg16,30,129.2397975921631,14.095650672912598
vgg16,31,135.8938217163086,14.095646858215332
vgg16,32,135.3456974029541,14.09582233428955
resnet18,1,296.036958694458,45.846181869506836
resnet18,2,295.8524227142334,45.84618663787842
resnet18,3,301.5401363372803,45.846190452575684
resnet18,4,303.36976051330566,45.84619426727295
resnet18,5,303.180456161499,45.846198081970215
resnet18,6,303.7550449371338,45.84654235839844
resnet18,7,308.87842178344727,45.84653377532959
resnet18,8,301.755428314209,45.84653854370117
resnet18,9,304.02207374572754,45.84654235839844
resnet18,10,313.1723403930664,45.8465461730957
resnet18,11,300.19640922546387,45.84654998779297
resnet18,12,306.53929710388184,45.84689426422119
resnet18,13,310.30726432800293,45.846885681152344
resnet18,14,319.40388679504395,45.846890449523926
resnet18,15,322.18360900878906,45.84689426422119
resnet18,16,328.09972763061523,45.84689807891846
resnet18,17,320.64199447631836,45.84690189361572
resnet18,18,324.25832748413086,45.847246170043945
resnet18,19,327.21829414367676,45.8472375869751
resnet18,20,335.8621597290039,45.84724235534668
resnet18,21,331.8343162536621,45.847246170043945
resnet18,22,337.1472358703613,45.84724998474121
resnet18,23,331.32481575012207,45.84725379943848
resnet18,24,332.04197883605957,45.8475980758667
resnet18,25,330.9786319732666,45.847588539123535
resnet18,26,358.2420349121094,45.84759330749512
resnet18,27,379.148006439209,45.84759712219238
resnet18,28,332.5779438018799,45.84760093688965
resnet18,29,330.57117462158203,45.847604751586914
resnet18,30,326.5717029571533,45.84794902801514
resnet18,31,321.5925693511963,45.84793758392334
resnet18,32,322.19862937927246,45.84794235229492
resnet18,33,333.6505889892578,45.84794616699219
resnet18,34,325.9162902832031,45.84794998168945
resnet18,35,336.5015983581543,45.84795379638672
resnet18,36,329.5297622680664,45.84829807281494
resnet18,37,343.58978271484375,45.848286628723145
resnet18,38,332.6723575592041,45.84829139709473
resnet18,39,341.31741523742676,45.84829521179199
resnet18,40,336.9941711425781,45.84829902648926
resnet18,41,340.4107093811035,45.84830284118652
resnet18,42,345.26538848876953,45.848647117614746
resnet18,43,348.98924827575684,45.84863567352295
resnet18,44,349.4565486907959,45.84864044189453
resnet18,45,361.499547958374,45.8486442565918
resnet18,46,346.8201160430908,45.84864807128906
resnet18,47,352.5271415710449,45.84865188598633
resnet18,48,350.44288635253906,45.84899616241455
resnet18,49,352.9338836669922,45.84898376464844
resnet18,50,354.9318313598633,45.84898853302002
resnet18,51,363.9228343963623,45.848992347717285
resnet18,52,357.94544219970703,45.84899616241455
resnet18,53,361.2658977508545,45.848999977111816
resnet18,54,361.0377311706543,45.84934425354004
resnet18,55,356.586217880249,45.84932804107666
resnet18,56,376.78980827331543,45.84933090209961
resnet18,57,377.7134418487549,45.84933280944824
resnet18,58,385.1490020751953,45.849334716796875
resnet18,59,378.41224670410156,45.84933662414551
resnet18,60,368.5145378112793,45.84968090057373
resnet18,61,382.1368217468262,45.8496618270874
resnet18,62,377.39014625549316,45.84966468811035
resnet18,63,387.16745376586914,45.849666595458984
resnet18,64,387.2830867767334,45.84966850280762
resnet18,65,377.37202644348145,45.84967041015625
resnet18,66,387.3734474182129,45.85001468658447
resnet18,67,392.7450180053711,45.849992752075195
resnet18,68,396.26193046569824,45.849995613098145
resnet18,69,389.40978050231934,45.84999752044678
resnet18,70,378.47185134887695,45.84999942779541
resnet18,71,387.0503902435303,45.85000133514404
resnet18,72,393.30387115478516,45.850345611572266
resnet18,73,394.31095123291016,45.85032558441162
resnet18,74,397.5231647491455,45.85032844543457
resnet18,75,389.68825340270996,45.8503303527832
resnet18,76,399.4894027709961,45.850332260131836
resnet18,77,396.28100395202637,45.85033416748047
resnet18,78,404.1264057159424,45.85067844390869
resnet18,79,392.4221992492676,45.850656509399414
resnet18,80,401.6609191894531,45.85065937042236
resnet18,81,397.9794979095459,45.850661277770996
resnet18,82,416.3033962249756,45.85066318511963
resnet18,83,430.35149574279785,45.85066509246826
resnet18,84,444.3950653076172,45.851009368896484
resnet18,85,416.717529296875,45.85098743438721
resnet18,86,422.90759086608887,45.850990295410156
resnet18,87,416.2769317626953,45.85099220275879
resnet18,88,413.6204719543457,45.85099411010742
resnet18,89,410.3047847747803,45.850996017456055
resnet18,90,427.356481552124,45.85134029388428
resnet18,91,432.0528507232666,45.851318359375
resnet18,92,428.29370498657227,45.85132122039795
resnet18,93,425.23932456970215,45.85132312774658
resnet18,94,423.95544052124023,45.851325035095215
resnet18,95,425.80509185791016,45.85132694244385
resnet18,96,422.29247093200684,45.85167121887207
resnet18,97,438.19594383239746,45.85164928436279
resnet18,98,421.4909076690674,45.85165214538574
resnet18,99,427.7045726776123,45.851654052734375
resnet18,100,436.8302822113037,45.85165596008301
resnet18,101,439.5873546600342,45.85165786743164
resnet18,102,440.704345703125,45.85200214385986
resnet18,103,434.65518951416016,45.851996421813965
resnet18,104,436.3400936126709,45.852171897888184
